Protein,Gene,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Mild_1,Mild_2,Mild_3,Mild_4,Mild_5,Mild_6,Moderate_1,Moderate_2,Moderate_3,Moderate_4,Moderate_5,Moderate_6,Severe_1,Severe_2,Severe_3,Severe_4,Severe_5,Severe_6,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
TLR4_HUMAN,TLR4,9601.950940885665,7271.515594231381,8296.129735085602,9187.260644322394,7963.864150164063,9775.622944284378,10208.95225129897,8256.386202469637,0.0,9153.19840833772,8185.775793012713,8126.332411676996,9495.848981482057,9972.40670116629,13751.49709243287,10593.58870465913,0.0,8917.648188766381,9279.65396745884,9750.518470277204,10217.74337608595,8365.36069723452,9817.185214631912,7775.545103471281,11351.490001220749,10944.931649775855,8991.315171299473,9657.477906734362,10066.087131536564,10530.162503109788
TNF_HUMAN,TNF,25944.461720789404,17708.632145341115,0.0,22623.09958754703,14596.246497929034,19927.137885142183,16348.734370596638,24332.653512196433,18956.582704003788,15964.373375357485,0.0,15408.605439521909,16344.220621048267,18993.04747409415,19546.016562637036,18636.580004978798,20954.91988488758,16736.951015296065,5368.873571028656,5396.496521859638,5301.587851484726,5592.471830962527,5856.918999357632,4161.273596413191,19699.42835138545,18407.126077846297,15683.640423754081,22114.624122963298,18042.39022291171,18057.96469931607
TNFRSF1A_HUMAN,TNFRSF1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36375.13304100755,42340.149614870286,0.0,0.0,0.0,38781.06652654132,0.0,45352.05799769845,48378.47306042435,42118.82918666663,0.0,0.0,42843.41093613875,58325.6471103987,0.0,0.0,45222.23125761038,51307.48713306437,45343.637989138086,49686.80759053127,59115.73728707483,40282.78947973179
TNFRSF1B_HUMAN,TNFRSF1B,13705.102802459885,17192.615384227895,18508.17455900829,11095.354593996457,15066.623360652962,13096.589418229476,14359.434418635185,0.0,15955.321456210906,17880.61994399501,18670.277627008363,15527.364341720891,15990.71861185999,12362.65223240647,18483.514502932034,17989.4993478916,13792.370128052064,12018.066772614557,17218.759852910753,15166.499760534127,14400.758114422388,17610.422586795536,13617.129230980963,15105.063552701584,17728.06126817122,15422.64309459851,17109.461662159036,16999.24425341434,17611.89681894673,15971.617557558744
TP53_HUMAN,TP53,0.0,7658.438419890443,6171.532775503799,10499.706169981993,0.0,6093.030764941415,7675.059869464736,7138.366281647666,5723.573032735231,6973.876209578274,5271.417532581912,11099.019866166265,8239.054371099344,7594.402925492989,7705.2615806466,8765.905585974355,0.0,7699.258236510467,8756.8712859584,5633.063207670266,5150.047888512681,7207.3484906781905,6823.9807214163775,6834.215493958872,8350.566036197204,6750.469156742739,7771.50088716504,8498.72532787256,7802.334689678544,7847.846747329061
TSC1_HUMAN,TSC1,9454.655224746588,8212.56222355441,6839.76190141696,7476.860607634311,0.0,0.0,9963.460009907894,9736.58234357936,9882.96847795859,9994.658450679575,0.0,8629.035259133874,7019.834774380096,0.0,0.0,8357.977916109998,0.0,11143.960174342503,0.0,0.0,0.0,0.0,0.0,34217.57052507713,6834.004723624526,7807.709871954858,7180.925098038303,9304.222535715484,6668.673673208658,9949.837979132064
TSC2_HUMAN,TSC2,0.0,73185.09235180402,119333.0445170572,0.0,0.0,0.0,0.0,82163.34821836396,112233.55487755885,78487.73749898036,74544.99124976902,0.0,0.0,0.0,84332.09003301834,0.0,0.0,0.0,0.0,70319.36301056088,111216.24882410455,77776.64647600576,0.0,0.0,101197.76991959965,73836.31791391902,105928.78635866528,85735.8914567703,100866.77170286782,87956.91381780288
TUBB_HUMAN,TUBB,115551.80747547603,123308.47868849791,113856.60367213671,91764.74646546549,72499.60674161863,0.0,121206.01415057766,0.0,102950.41919203105,95197.0272781917,157298.44859102945,117201.17096927004,100519.16593404203,84101.49723434287,122501.34173458403,99069.78335139855,114786.63485203727,86987.74017753814,69513.41187895008,112162.18552531404,125631.50348418702,107450.34555990213,0.0,108932.51314295517,97318.15225773676,106517.68527261683,124132.55560915708,102801.27009028122,109937.59191484709,114616.26582911707
VCAM1_HUMAN,VCAM1,10360.975105292291,0.0,12164.984969746696,10934.882328326488,0.0,10595.682259405348,11561.370648793514,0.0,10074.778261793685,0.0,13201.695354334615,11315.354529292108,9324.457113682536,11059.12819434158,12885.502034341172,16790.863777955725,8916.394122294436,7956.375054674462,0.0,0.0,0.0,12653.154833417488,0.0,0.0,12216.194772791814,11923.573190405497,9653.269910836518,10134.055054945558,16133.584309797621,12926.023201393644
VEGFA_HUMAN,VEGFA,18667.268962289436,19065.183639158964,21582.676735507946,19117.861550131947,23853.412171693137,20739.18055276481,23136.534167794052,25635.209486735668,24197.81337738331,17319.892557245712,21640.001250275574,23654.344869157045,22769.903905240473,20923.8985270983,23042.963581995133,18562.305152363602,19610.876370747243,18808.08275350788,18484.951688543075,25139.62239066069,20369.90295728314,26574.391493822353,17065.959620036992,20200.150230143565,23078.660047093737,18491.525950400257,30014.701173230467,21408.215466429672,24722.567941172263,21867.168566454337
VWF_HUMAN,VWF,91843.90966280711,88147.32595570784,75813.82128248138,80943.78657134816,93896.33877610302,80563.94973523052,103467.98395735673,82678.37088556087,71700.41378518748,88239.07598519328,76483.91747896564,63842.166180308006,75819.9141442105,80954.19766827699,73920.42306254162,80130.56487074502,0.0,76935.73861497767,72519.61687352549,61057.30926671984,99630.8361189246,92310.79082394755,79527.21970323601,0.0,72808.17926321705,73457.53567861115,83656.19353366958,95873.49111788273,67645.23611427666,74450.84977024306
WFS1_HUMAN,WFS1,32224.309545719232,0.0,26959.88218938825,35832.00102522318,30460.442407394054,29979.81070689677,28414.07311023388,40427.934660201354,25554.329151149504,29721.428025136996,22540.546174164017,39609.791665709294,25337.087962533304,22810.45953748167,30095.68747956589,0.0,32956.26736164194,36133.123398273914,31150.880474206337,24208.975360729262,31940.222896710828,29186.120654328686,0.0,29155.990354518606,30259.66324074939,29322.615652470253,29858.812246226687,35897.54637409574,39741.96078321958,23720.359328294748
XBP1_HUMAN,XBP1,21060.94995643265,25324.239304043596,21013.589182569234,23541.68024794708,0.0,28302.336497174438,23634.02810778064,0.0,20871.271998662723,19387.40984897483,0.0,29653.662453376226,22595.226041110607,0.0,0.0,20359.244849813495,26174.694638202684,0.0,22419.617346268395,27700.03411373118,0.0,17761.69221334061,35301.37572536411,28222.52102227355,24715.96823597246,17483.29214076017,22402.68677251554,27177.923894867698,21907.556544575127,20146.25347184082
